"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"BX.GSR.TRAN.ZS","Servicios de transporte (% de las exportaciones de servicios, balanza de pagos)","Transporte (% de las exportaciones de servicios, balanza de pagos) cubre todos los servicios de transporte (marítimo, aéreo, terrestre, por vías navegables interiores, espacial, y en tramitación) realizados por residentes de un país para los de otro y abarcando el transporte de pasajeros, el movimiento de mercancías (carga), el alquiler de transporte con tripulación, y servicios afines de apoyo y auxiliares. Se excluye el seguro de flete, que está incluido en los servicios de seguro; los bienes obtenidos en puertos por transportistas no residentes y las reparaciones de equipos de transporte, que están incluidos en “bienes”; las reparaciones de instalaciones ferroviarias, portuarias y de aeródromos, las cuales están incluidas en servicios de construcción; y el alquiler de transportistas sin tripulación, que está incluido en otros servicios. Las exportaciones de servicios se refieren a la producción económica de bienes intangibles que pueden ser producidos, transferidos y consumidos al mismo tiempo. Las transacciones de servicios internacionales están definidas en el Manual de Balanza de Pagos del FMI (1993) pero las definiciones pueden variar entre las economías informantes.","Fondo Monetario Internacional, Anuario de Estadísticas de balanza de pagos y archivos de datos.",
"BX.GSR.TOTL.CD","Exportaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)","Las exportaciones de bienes, servicios e ingresos constituyen la suma de las exportaciones de bienes (mercaderías), de servicios (no atribuibles a los factores) y de recibos en concepto de ingresos (de los factores). Datos en US$ a precios actuales.","Fondo Monetario Internacional, Anuario de Estadísticas de balanza de pagos y archivos de datos.",
"BX.GSR.ROYL.CD","Cargos por el uso de propiedad intelectual, recibos (balanza de pagos, US$ a precios actuales)","Las regalias y tarifas de licencia son pagos y cobros entre residentes y no residentes por el uso autorizado de activos intangibles, no financieros, no fabricados, y derechos de propiedad (como patentes, derechos de autor, marcas registradas, procesos industriales y franquicias) y por el uso, en virtud de contratos de licencia, de originales producidos de prototipos (como películas y manuscritos). Datos en US$ a precios actuales.","Fondo Monetario Internacional, Anuario de Estadísticas de balanza de pagos y archivos de datos.",
"BX.GSR.NFSV.CD","Exportaciones de servicios (balanza de pagos, US$ a precios actuales)","Se denomina servicios (anteriormente servicios no atribuibles a factores) a la producción económica de productos intangibles susceptibles de fabricarse, transferirse y consumirse al mismo tiempo. Las transacciones de servicios internacionales están definidas en el Manual de Balanza de Pagos del FMI (1993) pero las definiciones pueden variar entre las economías informantes. Datos en US$ a precios actuales.","Fondo Monetario Internacional, Anuario de Estadísticas de balanza de pagos y archivos de datos.",
"BX.GSR.MRCH.CD","Exportaciones de bienes (balanza de pagos, US$ a precios actuales)","Las exportaciones de bienes se refieren a todos los bienes muebles (incluido el oro no monetario) implicados en una transferencia de propiedad de los residentes a los no residentes. La categoría incluye bienes antes contemplados como servicios: bienes recibidos o enviados para procesamiento y su subsiguiente exportación o importación en forma de bienes procesados, reparaciones de bienes y bienes adquiridos en puertos por transportistas. Datos en US$ a precios actuales.","Fondo Monetario Internacional, Anuario de Estadísticas de balanza de pagos y archivos de datos.",
"BX.GSR.INSF.ZS","Seguro y servicios financieros (% de las exportaciones de servicios, balanza de pagos)","Seguro y servicios financieros (% de las exportaciones de servicios, balanza de pagos) cubren diversos tipos de seguros prestados a no residentes por compañías de seguros residentes y viceversa, y servicios financieros de intermediación y auxiliares (excepto los de las empresas de seguros y fondos de pensiones) intercambiados entre residentes y no residentes. Las exportaciones de servicios se refieren a la producción económica de bienes intangibles que pueden ser producidos, transferidos y consumidos al mismo tiempo. Las transacciones de servicios internacionales están definidas en el Manual de Balanza de Pagos del FMI (1993) pero las definiciones pueden variar entre las economías informantes.","Fondo Monetario Internacional, Anuario de Estadísticas de balanza de pagos y archivos de datos.",
"BX.GSR.GNFS.CD","Exportaciones de bienes y servicios (balanza de pagos, US$ a precios actuales)","Las exportaciones de bienes y servicios comprenden todas las transacciones entre los residentes de un país y el resto del mundo que implican una transferncia de propiedad de los residentes a no residentes sobre mercancías generales, bienes enviados a procesamiento y reparación, oro no monetario y servicios. Datos en US$ a precios actuales.","Fondo Monetario Internacional, Anuario de Estadísticas de balanza de pagos y archivos de datos.",
"BX.GSR.FCTY.CD","Recibos de ingresos primario (balanza de pagos, US$ a precios actuales)","Los recibos de ingresos se refieren a la remuneración que se paga a los trabajadores residentes que trabajan en el exterior y a los ingresos por inversiones (recibos sobre la inversión directa, inversión de cartera, otras inversiones e ingresos por activos de reserva). Los ingresos obtenidos del uso de activos intangibles se excluyen de los ingresos y se registran como servicios empresariales. Datos en US$ a precios actuales.","Fondo Monetario Internacional, Anuario de Estadísticas de balanza de pagos y archivos de datos.",
"BX.GSR.CMCP.ZS","Comunicaciones, computadoras, etc. (% de las exportaciones de servicios, balanza de pagos)","Comunicaciones, informática, información y otros servicios (% de las importaciones de servicios, balanza de pagos) cubren las telecomunicaciones internacionales y los servicios postales y de mensajería, datos de computadoras, transacciones de servicios relacionadas con las noticias entre residentes y no residentes, servicios de construcción, regalías y derechos de licencia, negocios varios, servicios profesionales y técnicos, servicios personales, culturales y recreativos, y servicios gubernamentales no comprendidos en otra parte. Las exportaciones de servicios se refieren a la producción económica de bienes intangibles que pueden ser producidos, transferidos y consumidos al mismo tiempo. Las transacciones de servicios internacionales están definidas en el Manual de Balanza de Pagos del FMI (1993) pero las definiciones pueden variar entre las economías informantes.","Fondo Monetario Internacional, Anuario de Estadísticas de balanza de pagos y archivos de datos.",
"BX.GSR.CCIS.ZS","Exportaciones de servicios de TIC (% de exportaciones de servicios, balanza de pagos)","Las exportaciones de servicios de tecnología de la información y la comunicación  incluyen servicios de comunicaciones y computación (servicios de telecomunicaciones y de correo postal y mensajería) y servicios de información (datos electrónicos y operaciones de servicios relativos a la transmisión de noticias).","Fondo Monetario Internacional, Anuario de Estadísticas de balanza de pagos y archivos de datos.",
"BX.GSR.CCIS.CD","Exportaciones de servicios de TIC (balanza de pagos, US$ a precios actuales)","Las exportaciones de servicios de tecnología de la información y la comunicación  incluyen servicios de comunicaciones y computación (servicios de telecomunicaciones y de correo postal y mensajería) y servicios de información (datos electrónicos y operaciones de servicios relativos a la transmisión de noticias).","Fondo Monetario Internacional, Anuario de Estadísticas de balanza de pagos y archivos de datos.",
"BX.GRT.TECH.CD.WD","Donaciones, excluidas las destinadas a cooperación técnica (balanza de pagos, US$ corrientes)","Las donaciones para fines de cooperación técnica comprenden las donaciones independientes, que están destinadas a financiar la transferencia de conocimientos técnicos y gerenciales específicos o de tecnología con el fin de fortalecer la capacidad nacional en general, sin conexión a proyectos de inversión específicos, y las donaciones relacionadas con inversiones, que se otorgan para reforzar la capacidad de ejecutar proyectos de inversión específicos. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo y OCDE.",
"BX.GRT.EXTA.CD.WD","Donaciones, excluidas las destinadas a cooperación técnica (balanza de pagos, US$ corrientes)","Las donaciones son compromisos exigibles por ley que obligan a destinar un monto específico de fondos para desembolso, el cual no requiere reembolso. Datos en US$ a precios actuales.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo y OCDE.",
"BN.TRF.KOGT.CD","Cuenta de capital neto (balanza de pagos, US$ a precios actuales)","La cuenta de capital neto incluye la condonación de la deuda del Gobierno, las donaciones de inversión en dinero o en especies otorgadas por una entidad gubernamental y los impuestos sobre las transferencias de capital. También se incluyen la condonación de deuda y las transferencias de capital de los migrantes y las donaciones de inversión por parte de entidades no gubernamentales. Datos en US$ a precios actuales.","Fondo Monetario Internacional, Anuario de Estadísticas de balanza de pagos y archivos de datos.",
"BN.TRF.CURR.CD","Ingreso secundario neto (balanza de pagos, US$ a precios actuales)","Las transferencias corrientes netas se registran en la balanza de pagos siempre que una economía ofrece o recibe bienes, servicios, ingresos o recursos financieros sin contrapartida alguna. Todas las transferencias que no se consideran como capital son corrientes. Datos en US$ a precios actuales.","Fondo Monetario Internacional, Anuario de Estadísticas de balanza de pagos y archivos de datos.",
"BN.RES.INCL.CD","Cambios en las reservas netas (balanza de pagos, US$ a precios actuales)","Los cambios en reservas netas comprenden la variación neta de las tenencias de reservas internacionales de un país como resultado de las transacciones de las cuentas financieras, corriente y de capital. Estas incluyen las variaciones en la tenencia de oro monetario, DEG, activos en divisas, posición de reserva en el Fondo Monetario Internacional y otros activos frente a no residentes que están a disposición de la autoridad central. La medida es neta del pasivo que constituye las reservas de autoridades extranjeras y rubros de contrapartida de las variaciones por revaloración y rubros de financiamiento excepcionales. Datos en US$ a precios actuales.","Fondo Monetario Internacional, Anuario de Estadísticas de balanza de pagos y archivos de datos.",
"BN.KLT.PTXL.CD","Inversiones de cartera, neta (balanza de pagos, US$ a precios actuales)","Las inversiones de cartera, excluido el pasivo que constituye las reservas de autoridades extranjeras, abarca las transacciones en participaciones de capital y títulos de deuda. Datos en US$ a precios actuales.","Fondo Monetario Internacional, Anuario de Estadísticas de balanza de pagos y archivos de datos.",
"BN.KLT.DINV.CD","Inversión extranjera directa, neta (balanza de pagos, US$ a precios actuales)","La inversión extranjera directa (IED) es la entrada neta de inversiones para adquirir un control de gestión duradero (10% o más  de las acciones con derecho de voto) en una empresa que funciona en un país que no es el del inversionista. Es la suma del capital accionario, la reinversión de las ganancias, otras formas de capital a largo plazo y capital a corto plazo, tal como se describe en la balanza de pagos. Esta serie refleja el neto total, es decir, la IED neta en la economía informante proveniente de fuentes extranjeras menos la IED neta de la economía informante hacia el resto del mundo. Datos en US$ a precios actuales.","Fondo Monetario Internacional, Anuario de Estadísticas de balanza de pagos y archivos de datos.",
"BN.KAC.EOMS.CD","Errores y omisiones netos (balanza de pagos, US$ a precios actuales)","Los errores y omisiones netos constituyen una categoría residual necesaria para que todos los asientos de débito y de crédito del estado de la balanza de pagos sumen cero. En la presentación de las Estadísticas Financieras Internacionales, esto equivale a la diferencia entre las reservas y conceptos conexos y la suma de los saldos de las cuentas financieras, corriente y de capital. Datos en US$ a precios actuales.","Fondo Monetario Internacional, Anuario de Estadísticas de balanza de pagos y archivos de datos.",
"BN.GSR.MRCH.CD","Comercio neto de bienes (balanza de pagos, US$ a precios actuales)","El comercio neto de bienes es la diferencia entre las exportaciones y las importaciones de bienes. La categoría incluye bienes antes contemplados como servicios: bienes recibidos o enviados para procesamiento y su subsiguiente exportación o importación en forma de bienes procesados, reparaciones de bienes y bienes adquiridos en puertos por transportistas. No se incluye el comercio de servicios. Datos en US$ a precios actuales.","Fondo Monetario Internacional, Anuario de Estadísticas de balanza de pagos y archivos de datos.",
"BN.GSR.GNFS.CD","Comercio neto de bienes y servicios (balanza de pagos, US$ a precios actuales)","El comercio neto de bienes y servicios se calcula compensando las importaciones de bienes y servicios respecto de las exportaciones de bienes y servicios. Las exportaciones e importaciones de bienes y servicios comprenden todas las transacciones que implican una transferncia de propiedad sobre bienes y servicios entre los residentes de un país y el resto del mundo. Datos en US$ a precios actuales.","Fondo Monetario Internacional, Anuario de Estadísticas de balanza de pagos y archivos de datos.",
"BN.GSR.FCTY.CD","Ingreso primario neto (balanza de pagos, US$ a precios actuales)","El ingreso neto se refiere a los cobros y pagos de remuneraciones a trabajadores no residentes y a los ingresos por inversiones (recibos y pagos sobre la inversión directa, inversiones de cartera, otras inversiones y recibos por activos de reserva). Los ingresos derivados del uso de activos intangibles se registran como servicios empresariales. Datos en US$ a precios actuales.","Fondo Monetario Internacional, Anuario de Estadísticas de balanza de pagos y archivos de datos.",
"BN.FIN.TOTL.CD","Cuenta financiera neta (BDP, USD a precios actuales)","The net financial account shows net acquisition and disposal of financial assets and liabilities. It measures how net lending to or borrowing from nonresidents is financed, and is conceptually equal to the sum of the balances on the current and capital accounts. Data are in current U.S. dollars.","Fondo Monetario Internacional, Anuario de estadísticas de balanza de pagos y archivos de datos.",
"BN.CAB.XOKA.GD.ZS","Saldo en cuenta corriente (% del PIB)","El saldo en cuenta corriente es la suma de las exportaciones netas de bienes, servicios, ingresos netos y transferencias corrientes netas.","Fondo Monetario Internacional, Anuario de Estadísticas de balanza de pagos y archivos de datos, y estimaciones del PIB del Banco Mundial y la OCDE.",
"BN.CAB.XOKA.CD","Saldo en cuenta corriente (balanza de pagos, US$ a precios actuales)","El saldo en cuenta corriente es la suma de las exportaciones netas de bienes, servicios, ingresos netos y transferencias corrientes netas. Datos en US$ a precios actuales.","Fondo Monetario Internacional, Anuario de Estadísticas de balanza de pagos y archivos de datos.",
"BM.TRF.PWKR.CD.DT","Remesas de trabajadores y compensación de empleados, pagadas (US$ a precios actuales)","Personal remittances comprise personal transfers and compensation of employees. Personal transfers consist of all current transfers in cash or in kind made or received by resident households to or from nonresident households. Personal transfers thus include all current transfers between resident and nonresident individuals. Compensation of employees refers to the income of border, seasonal, and other short-term workers who are employed in an economy where they are not resident and of residents employed by nonresident entities. Data are the sum of two items defined in the sixth edition of the IMFs Balance of Payments Manual: personal transfers and compensation of employees. Data are in current U.S. dollars.","Estimaciones del personal del Banco Mundial sobre la base de los datos de la Balanza de Pagos del Fondo Monetario Internacional (FMI).",
"BM.TRF.PRVT.CD","Pagos de ingresos secundarios, otros sectores (balanza de pagos, US$ a precios actuales)","Las transferencias corrientes se registran en la balanza de pagos cada vez que una economía ofrece o recibe bienes, servicios, ingresos o artículos financieros sin una retribución. Todas las transferencias que no se consideran como capital son corrientes. Datos en US$ a precios actuales.","Fondo Monetario Internacional, Anuario de Estadísticas de balanza de pagos y archivos de datos.",
"BM.KLT.DINV.WD.GD.ZS","Inversión extranjera directa, salida neta de capital (% del PIB)","La inversión extranjera directa constituye la entrada neta de de inversiones para obtener un control de gestión duradero (por lo general, un 10% o más  de las acciones que confieren derecho de voto) de una empresa que funciona en un país que no es el del inversionista.  Es la suma del capital accionario, la reinversión de las ganancias, otras formas de capital a largo plazo y capital a corto plazo, tal como se describe en la balanza de pagos. Esta serie muestra las salidas netas de inversiones desde la economía informante hacia el resto del mundo y se divide por el PIB.","Fondo Monetario Internacional, base de datos de la Balanza de Pagos, complementada con datos de la Conferencia de las Naciones Unidas sobre Comercio y Desarrollo y fuentes oficiales nacionales.",
"BM.KLT.DINV.CD.WD","Inversión extranjera directa, salidas netas (BDP, USD a precios actuales)","Foreign direct investment refers to direct investment equity flows in an economy. It is the sum of equity capital, reinvestment of earnings, and other capital. Direct investment is a category of cross-border investment associated with a resident in one economy having control or a significant degree of influence on the management of an enterprise that is resident in another economy. Ownership of 10 percent or more of the ordinary shares of voting stock is the criterion for determining the existence of a direct investment relationship. This series shows net outflows of investment from the reporting economy to the rest of the world. Data are in current U.S. dollars.","Fondo Monetario Internacional, Anuario de Estadísticas de balanza de pagos y archivos de datos.",
"BM.GSR.TRVL.ZS","Servicios de viaje (% de las importaciones de servicios, balanza de pagos)","Viajes (% de las importaciones de servicios, balanza de pagos) cubre los bienes y servicios adquiridos en un país por los viajeros para su uso personal durante las visitas de menos de un año de duración, realizadas con fines comerciales o personales. Las importaciones de servicios se refieren a la producción económica de bienes intangibles que pueden ser producidos, transferidos y consumidos al mismo tiempo. Las transacciones internacionales de servicios son definidas por el Manual de Balanza de Pagos del Fondo Monetario Internacional (FMI)  de 1993, pero las definiciones pueden variar, sin embargo, entre las economías informantes.","Fondo Monetario Internacional, Anuario de Estadísticas de balanza de pagos y archivos de datos.",
"BM.GSR.TRAN.ZS","Servicios de transporte (% de las importaciones de servicios, balanza de pagos)","Transporte (% de las importaciones de servicios, balanza de pagos) cubre todos los servicios de transporte (marítimo, aéreo, terrestre, por vías navegables interiores, espacial, y en tramitación) realizados por residentes de un país para los de otro y abarcando el transporte de pasajeros, el movimiento de mercancías (carga), el alquiler de transporte con tripulación, y servicios afines de apoyo y auxiliares. Se excluye el seguro de flete, que está incluido en los servicios de seguro; los bienes obtenidos en puertos por transportistas no residentes y las reparaciones de equipos de transporte, que están incluidos en “bienes”; las reparaciones de instalaciones ferroviarias, portuarias y de aeródromos, las cuales están incluidas en servicios de construcción; y el alquiler de transportistas sin tripulación, que está incluido en otros servicios. Las importaciones de servicios se refieren a la producción económica de bienes intangibles que pueden ser producidos, transferidos y consumidos al mismo tiempo. Las transacciones internacionales de servicios son definidas por el Manual de Balanza de Pagos del Fondo Monetario Internacional (FMI)  de 1993, pero las definiciones pueden variar, sin embargo, entre las economías informantes.","Fondo Monetario Internacional, Anuario de Estadísticas de balanza de pagos y archivos de datos.",
"BM.GSR.TOTL.CD","Importaciones de bienes, servicios e ingresos primario (balanza de pagos, US$ a precios actuales)","Las importaciones de bienes, servicios e ingresos constituyen la suma de las importaciones de bienes (mercaderías), de servicios (no atribuibles a factores) y de pagos de ingresos (de los factores). Datos en US$ a precios actuales.","Fondo Monetario Internacional, Anuario de Estadísticas de balanza de pagos y archivos de datos.",
"BM.GSR.ROYL.CD","Cargos por el uso de propiedad intelectual, pagos (balanza de pagos, US$ a precios actuales)","Las regalias y tarifas de licencia son pagos y cobros entre residentes y no residentes por el uso autorizado de activos intangibles, no financieros, no fabricados, y derechos de propiedad (como patentes, derechos de autor, marcas registradas, procesos industriales y franquicias) y por el uso, en virtud de contratos de licencia, de originales producidos de prototipos (como películas y manuscritos). Datos en US$ a precios actuales.","Fondo Monetario Internacional, Anuario de Estadísticas de balanza de pagos y archivos de datos.",
"BM.GSR.NFSV.CD","Importaciones de servicios (balanza de pagos, US$ a precios actuales)","Se denomina servicios (anteriormente servicios no atribuibles a factores) a la producción económica de productos intangibles susceptibles de fabricarse, transferirse y consumirse al mismo tiempo. Las transacciones de servicios internacionales están definidas en el Manual de Balanza de Pagos del FMI (1993) pero las definiciones pueden variar entre las economías informantes. Datos en US$ a precios actuales.","Fondo Monetario Internacional, Anuario de Estadísticas de balanza de pagos y archivos de datos.",
"BM.GSR.MRCH.CD","Importaciones de bienes (balanza de pagos, US$ a precios actuales)","Las importaciones de bienes se refieren a todos los bienes muebles (incluido el oro no monetario) implicados en una transferencia de titularidad de los no residentes a los residentes. La categoría incluye bienes antes contemplados como servicios: bienes recibidos o enviados para procesamiento y su subsiguiente exportación o importación en forma de bienes procesados, reparaciones de bienes y bienes adquiridos en puertos por transportistas. Datos en US$ a precios actuales.","Fondo Monetario Internacional, Anuario de Estadísticas de balanza de pagos y archivos de datos.",
"BM.GSR.INSF.ZS","Seguro y servicios financieros (% de las importaciones de servicios, balanza de pagos)","Seguro y servicios financieros (% de las importaciones de servicios, balanza de pagos) cubren diversos tipos de seguros prestados a no residentes por compañías de seguros residentes y viceversa, y servicios financieros de intermediación y auxiliares (excepto los de las empresas de seguros y fondos de pensiones) intercambiados entre residentes y no residentes. Las importaciones de servicios se refieren a la producción económica de bienes intangibles que pueden ser producidos, transferidos y consumidos al mismo tiempo. Las transacciones internacionales de servicios son definidas por el Manual de Balanza de Pagos del Fondo Monetario Internacional (FMI)  de 1993, pero las definiciones pueden variar, sin embargo, entre las economías informantes.","Fondo Monetario Internacional, Anuario de Estadísticas de balanza de pagos y archivos de datos.",
"BM.GSR.GNFS.CD","Importaciones de bienes y servicios (balanza de pagos, US$ a precios actuales)","Las importaciones de bienes y servicios comprenden todas las transacciones entre residentes de un país y el resto del mundo que implican una transferencia de propiedad de los no residentes a los residentes sobre mercancías generales, bienes enviados a procesamiento y reparación, oro no monetario y servicios. Datos en US$ a precios actuales.","Fondo Monetario Internacional, Anuario de Estadísticas de balanza de pagos y archivos de datos.",
"BM.GSR.FCTY.CD","Pagos de ingresos primario (balanza de pagos, US$ a precios actuales)","Los pagos de ingresos se refieren a la remuneración que se paga a trabajadores no residentes y los ingrsos por inversiones (pagos sobre la inversión directa, inversiones de cartera, otras inversiones). Los ingresos obtenidos del uso de activos intangibles se excluyen de los ingresos y se registran como servicios empresariales. Datos en US$ a precios actuales.","Fondo Monetario Internacional, Anuario de Estadísticas de balanza de pagos y archivos de datos.",
"BM.GSR.CMCP.ZS","Comunicaciones, computadoras, etc. (% de importaciones de servicios, balanza de pagos)","Comunicaciones, informática, información y otros servicios (% de las importaciones de servicios, balanza de pagos) cubren las telecomunicaciones internacionales y los servicios postales y de mensajería, datos de computadoras, transacciones de servicios relacionadas con las noticias entre residentes y no residentes, servicios de construcción, regalías y derechos de licencia, negocios varios, servicios profesionales y técnicos, servicios personales, culturales y recreativos, y servicios gubernamentales no comprendidos en otra parte. Las importaciones de servicios se refieren a la producción económica de bienes intangibles que pueden ser producidos, transferidos y consumidos al mismo tiempo. Las transacciones internacionales de servicios son definidas por el Manual de Balanza de Pagos del Fondo Monetario Internacional (FMI)  de 1993, pero las definiciones pueden variar, sin embargo, entre las economías informantes.","Fondo Monetario Internacional, Anuario de Estadísticas de balanza de pagos y archivos de datos.",
"BG.GSR.NFSV.GD.ZS","Comercio de servicios (% del PIB)","El comercio de servicios es la suma de las exportaciones e importaciones de servicios dividida por el valor del PIB, todo expresado en dólares de los Estados Unidos a precios corrientes.","Fondo Monetario Internacional, Anuario de Estadísticas de balanza de pagos y archivos de datos, y estimaciones del PIB del Banco Mundial y la OCDE.",
